nome;nteste;qtdit;qtdalloc;tempo
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000002
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000001
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000001
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000002
Best fit;1;50;1;0.000000
Worst fit;1;50;1;0.000001
UNIX;2;50;1;0.000000
Half fit;2;50;1;0.000001
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000001
Half fit;3;50;1;0.000002
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000002
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000002
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000004
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000001
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000002
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000001
Quick fit;3;50;1;0.000002
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000001
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000004
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000001
Best fit;1;50;1;0.000000
Worst fit;1;50;1;0.000002
UNIX;2;50;1;0.000000
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000001
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000001
Quick fit;3;50;1;0.000002
First fit;3;50;1;0.000002
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000002
First fit;0;50;1;0.000001
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000001
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000005
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000002
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000002
UNIX;2;50;1;0.000000
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000001
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000001
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000020
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000001
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000005
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000002
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000011
UNIX;2;50;1;0.000000
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000001
Quick fit;3;50;1;0.000002
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000002
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000026
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000001
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000001
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000005
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000001
Best fit;1;50;1;0.000000
Worst fit;1;50;1;0.000001
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000003
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000000
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000002
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000060
Quick fit;0;50;1;0.000014
First fit;0;50;1;0.000003
Best fit;0;50;1;0.000003
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000019
Half fit;1;50;1;0.000002
Quick fit;1;50;1;0.000003
First fit;1;50;1;0.000003
Best fit;1;50;1;0.000003
Worst fit;1;50;1;0.000181
UNIX;2;50;1;0.000002
Half fit;2;50;1;0.000003
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000001
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000004
Quick fit;3;50;1;0.000002
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000002
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000001
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000009
Half fit;1;50;1;0.000001
Quick fit;1;50;1;0.000002
First fit;1;50;1;0.000003
Best fit;1;50;1;0.000002
Worst fit;1;50;1;0.000189
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000001
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000003
Half fit;3;50;1;0.000004
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000055
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000049
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000009
Best fit;0;50;1;0.000008
Worst fit;0;50;1;0.000006
UNIX;1;50;1;0.000021
Half fit;1;50;1;0.000020
Quick fit;1;50;1;0.000003
First fit;1;50;1;0.000009
Best fit;1;50;1;0.000005
Worst fit;1;50;1;0.000985
UNIX;2;50;1;0.000003
Half fit;2;50;1;0.000009
Quick fit;2;50;1;0.000002
First fit;2;50;1;0.000001
Best fit;2;50;1;0.000001
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000007
Half fit;3;50;1;0.000008
Quick fit;3;50;1;0.000003
First fit;3;50;1;0.000003
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000002
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000036
Quick fit;0;50;1;0.000002
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000003
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000011
Half fit;1;50;1;0.000002
Quick fit;1;50;1;0.000002
First fit;1;50;1;0.000003
Best fit;1;50;1;0.000003
Worst fit;1;50;1;0.000169
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000003
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000001
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000004
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000003
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000001
Half fit;0;50;1;0.000021
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000001
UNIX;1;50;1;0.000013
Half fit;1;50;1;0.000001
Quick fit;1;50;1;0.000002
First fit;1;50;1;0.000003
Best fit;1;50;1;0.000002
Worst fit;1;50;1;0.000200
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000003
Quick fit;2;50;1;0.000000
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000001
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000003
Quick fit;3;50;1;0.000002
First fit;3;50;1;0.000002
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000022
Quick fit;0;50;1;0.000004
First fit;0;50;1;0.000002
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000003
Half fit;1;50;1;0.000005
Quick fit;1;50;1;0.000001
First fit;1;50;1;0.000000
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000001
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000002
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000002
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000002
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000023
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000012
Best fit;0;50;1;0.000002
Worst fit;0;50;1;0.000002
UNIX;1;50;1;0.000002
Half fit;1;50;1;0.000005
Quick fit;1;50;1;0.000000
First fit;1;50;1;0.000001
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000000
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000003
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000002
Half fit;3;50;1;0.000002
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000001
Best fit;3;50;1;0.000001
Worst fit;3;50;1;0.000001
UNIX;0;50;1;0.000002
Half fit;0;50;1;0.000052
Quick fit;0;50;1;0.000003
First fit;0;50;1;0.000003
Best fit;0;50;1;0.000005
Worst fit;0;50;1;0.000004
UNIX;1;50;1;0.000006
Half fit;1;50;1;0.000007
Quick fit;1;50;1;0.000000
First fit;1;50;1;0.000001
Best fit;1;50;1;0.000001
Worst fit;1;50;1;0.000001
UNIX;2;50;1;0.000001
Half fit;2;50;1;0.000006
Quick fit;2;50;1;0.000001
First fit;2;50;1;0.000000
Best fit;2;50;1;0.000000
Worst fit;2;50;1;0.000000
UNIX;3;50;1;0.000003
Half fit;3;50;1;0.000004
Quick fit;3;50;1;0.000001
First fit;3;50;1;0.000003
Best fit;3;50;1;0.000002
Worst fit;3;50;1;0.000003
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000029
Half fit;1;50;10;0.000163
Quick fit;1;50;10;0.000124
First fit;1;50;10;0.000203
Best fit;1;50;10;0.000244
Worst fit;1;50;10;0.000339
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000007
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000027
Half fit;3;50;10;0.000026
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000063
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000005
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000025
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000003
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000347
Quick fit;1;50;10;0.000247
First fit;1;50;10;0.000353
Best fit;1;50;10;0.000344
Worst fit;1;50;10;0.000300
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000008
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000027
Half fit;3;50;10;0.000025
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000021
Worst fit;3;50;10;0.000006
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000052
Half fit;1;50;10;0.000381
Quick fit;1;50;10;0.000253
First fit;1;50;10;0.000185
Best fit;1;50;10;0.000366
Worst fit;1;50;10;0.000261
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000008
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000028
Half fit;3;50;10;0.000026
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000010
Worst fit;3;50;10;0.000006
UNIX;0;50;10;0.000001
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000027
Half fit;1;50;10;0.000238
Quick fit;1;50;10;0.000109
First fit;1;50;10;0.000201
Best fit;1;50;10;0.000257
Worst fit;1;50;10;0.000243
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000037
Half fit;3;50;10;0.000024
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000062
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000005
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000025
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000003
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000323
Quick fit;1;50;10;0.000264
First fit;1;50;10;0.000182
Best fit;1;50;10;0.000359
Worst fit;1;50;10;0.000245
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000008
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000027
Half fit;3;50;10;0.000029
Quick fit;3;50;10;0.000010
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000010
Worst fit;3;50;10;0.000006
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000029
Half fit;1;50;10;0.000216
Quick fit;1;50;10;0.000209
First fit;1;50;10;0.000198
Best fit;1;50;10;0.000103
Worst fit;1;50;10;0.000326
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000029
Half fit;3;50;10;0.000026
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000010
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000030
Half fit;1;50;10;0.000218
Quick fit;1;50;10;0.000237
First fit;1;50;10;0.000363
Best fit;1;50;10;0.000230
Worst fit;1;50;10;0.000333
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000005
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000026
Half fit;3;50;10;0.000022
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000007
Worst fit;3;50;10;0.000010
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000011
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000243
Quick fit;1;50;10;0.000208
First fit;1;50;10;0.000189
Best fit;1;50;10;0.000154
Worst fit;1;50;10;0.000335
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000029
Half fit;3;50;10;0.000024
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000010
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000041
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000214
Quick fit;1;50;10;0.000310
First fit;1;50;10;0.000257
Best fit;1;50;10;0.000247
Worst fit;1;50;10;0.000239
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000029
Half fit;3;50;10;0.000023
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000176
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000035
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000027
Half fit;1;50;10;0.000232
Quick fit;1;50;10;0.000223
First fit;1;50;10;0.000210
Best fit;1;50;10;0.000103
Worst fit;1;50;10;0.000433
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000007
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000002
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000002
UNIX;3;50;10;0.000063
Half fit;3;50;10;0.000025
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000010
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000029
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000003
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000032
Half fit;1;50;10;0.000017
Quick fit;1;50;10;0.000376
First fit;1;50;10;0.000198
Best fit;1;50;10;0.000217
Worst fit;1;50;10;0.000159
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000029
Quick fit;3;50;10;0.000094
First fit;3;50;10;0.000008
Best fit;3;50;10;0.000007
Worst fit;3;50;10;0.000007
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000030
Quick fit;1;50;10;0.000246
First fit;1;50;10;0.000115
Best fit;1;50;10;0.000121
Worst fit;1;50;10;0.000112
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000005
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000027
Quick fit;3;50;10;0.000111
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000018
Worst fit;3;50;10;0.000020
UNIX;0;50;10;0.000001
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000030
Half fit;1;50;10;0.000186
Quick fit;1;50;10;0.000215
First fit;1;50;10;0.000265
Best fit;1;50;10;0.000157
Worst fit;1;50;10;0.000180
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000028
Quick fit;3;50;10;0.000010
First fit;3;50;10;0.000008
Best fit;3;50;10;0.000007
Worst fit;3;50;10;0.000007
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000031
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000035
Half fit;1;50;10;0.000260
Quick fit;1;50;10;0.000237
First fit;1;50;10;0.000279
Best fit;1;50;10;0.000161
Worst fit;1;50;10;0.000147
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000005
Quick fit;2;50;10;0.000000
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000027
Quick fit;3;50;10;0.000010
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000007
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000040
Half fit;1;50;10;0.000277
Quick fit;1;50;10;0.000206
